pais,continente,anio,esperanza_de_vida,poblacion,pib_per_capita
Países Bajos,Europa,1972,73.75,13329874,18794.74567
Países Bajos,Europa,1977,75.24,13852989,21209.0592
Países Bajos,Europa,1982,76.05,14310401,21399.46046
Países Bajos,Europa,1987,76.83,14665278,23651.32361
Países Bajos,Europa,1992,77.42,15174244,26790.94961
Países Bajos,Europa,1997,78.03,15604464,30246.13063
Países Bajos,Europa,2002,78.53,16122830,33724.75778
Países Bajos,Europa,2007,79.762,16570613,36797.93332
Nueva Zelanda,Oceanía,1952,69.39,1994794,10556.57566
Nueva Zelanda,Oceanía,1957,70.26,2229407,12247.39532
Nueva Zelanda,Oceanía,1962,71.24,2488550,13175.678
Nueva Zelanda,Oceanía,1967,71.52,2728150,14463.91893
Nueva Zelanda,Oceanía,1972,71.89,2929100,16046.03728
Nueva Zelanda,Oceanía,1977,72.22,3164900,16233.7177
Nueva Zelanda,Oceanía,1982,73.84,3210650,17632.4104
Nueva Zelanda,Oceanía,1987,74.32,3317166,19007.19129
Nueva Zelanda,Oceanía,1992,76.33,3437674,18363.32494
Nueva Zelanda,Oceanía,1997,77.55,3676187,21050.41377
Nueva Zelanda,Oceanía,2002,79.11,3908037,23189.80135
Nueva Zelanda,Oceanía,2007,80.204,4115771,25185.00911
Nicaragua,Américas,1952,42.314,1165790,3112.363948
Nicaragua,Américas,1957,45.432,1358828,3457.415947
Nicaragua,Américas,1962,48.632,1590597,3634.364406
Nicaragua,Américas,1967,51.884,1865490,4643.393534
Nicaragua,Américas,1972,55.151,2182908,4688.593267
Nicaragua,Américas,1977,57.47,2554598,5486.371089
Nicaragua,Américas,1982,59.298,2979423,3470.338156
Nicaragua,Américas,1987,62.008,3344353,2955.984375
Nicaragua,Américas,1992,65.843,4017939,2170.151724
Nicaragua,Américas,1997,68.426,4609572,2253.023004
Nicaragua,Américas,2002,70.836,5146848,2474.548819
Nicaragua,Américas,2007,72.899,5675356,2749.320965
Niger,África,1952,37.444,3379468,761.879376
Niger,África,1957,38.598,3692184,835.5234025
Niger,África,1962,39.487,4076008,997.7661127
Niger,África,1967,40.118,4534062,1054.384891
Niger,África,1972,40.546,5060262,954.2092363
Niger,África,1977,41.291,5682086,808.8970728
Niger,África,1982,42.598,6437188,909.7221354
Niger,África,1987,44.555,7332638,668.3000228
Niger,África,1992,47.391,8392818,581.182725
Niger,África,1997,51.313,9666252,580.3052092
Niger,África,2002,54.496,11140655,601.0745012
Niger,África,2007,56.867,12894865,619.6768924
Nigeria,África,1952,36.324,33119096,1077.281856
Nigeria,África,1957,37.802,37173340,1100.592563
Nigeria,África,1962,39.36,41871351,1150.927478
Nigeria,África,1967,41.04,47287752,1014.514104
Nigeria,África,1972,42.821,53740085,1698.388838
Nigeria,África,1977,44.514,62209173,1981.951806
Nigeria,África,1982,45.826,73039376,1576.97375
Nigeria,África,1987,46.886,81551520,1385.029563
Nigeria,África,1992,47.472,93364244,1619.848217
Nigeria,África,1997,47.464,106207839,1624.941275
Nigeria,África,2002,46.608,119901274,1615.286395
Nigeria,África,2007,46.859,135031164,2013.977305
Noruega,Europa,1952,72.67,3327728,10095.42172
Noruega,Europa,1957,73.44,3491938,11653.97304
Noruega,Europa,1962,73.47,3638919,13450.40151
Noruega,Europa,1967,74.08,3786019,16361.87647
Noruega,Europa,1972,74.34,3933004,18965.05551
Noruega,Europa,1977,75.37,4043205,23311.34939
Noruega,Europa,1982,75.97,4114787,26298.63531
Noruega,Europa,1987,75.89,4186147,31540.9748
Noruega,Europa,1992,77.32,4286357,33965.66115
Noruega,Europa,1997,78.32,4405672,41283.16433
Noruega,Europa,2002,79.05,4535591,44683.97525
Noruega,Europa,2007,80.196,4627926,49357.19017
Omán,Asia,1952,37.578,507833,1828.230307
Omán,Asia,1957,40.08,561977,2242.746551
Omán,Asia,1962,43.165,628164,2924.638113
Omán,Asia,1967,46.988,714775,4720.942687
Omán,Asia,1972,52.143,829050,10618.03855
Omán,Asia,1977,57.367,1004533,11848.34392
Omán,Asia,1982,62.728,1301048,12954.79101
Omán,Asia,1987,67.734,1593882,18115.22313
Omán,Asia,1992,71.197,1915208,18616.70691
Omán,Asia,1997,72.499,2283635,19702.05581
Omán,Asia,2002,74.193,2713462,19774.83687
Omán,Asia,2007,75.64,3204897,22316.19287
Pakistán,Asia,1952,43.436,41346560,684.5971438
Pakistán,Asia,1957,45.557,46679944,747.0835292
Pakistán,Asia,1962,47.67,53100671,803.3427418
Pakistán,Asia,1967,49.8,60641899,942.4082588
Pakistán,Asia,1972,51.929,69325921,1049.938981
Pakistán,Asia,1977,54.043,78152686,1175.921193
Pakistán,Asia,1982,56.158,91462088,1443.429832
Pakistán,Asia,1987,58.245,105186881,1704.686583
Pakistán,Asia,1992,60.838,120065004,1971.829464
Pakistán,Asia,1997,61.818,135564834,2049.350521
Pakistán,Asia,2002,63.61,153403524,2092.712441
Pakistán,Asia,2007,65.483,169270617,2605.94758
Panamá,Américas,1952,55.191,940080,2480.380334
Panamá,Américas,1957,59.201,1063506,2961.800905
Panamá,Américas,1962,61.817,1215725,3536.540301
Panamá,Américas,1967,64.071,1405486,4421.009084
Panamá,Américas,1972,66.216,1616384,5364.249663
Panamá,Américas,1977,68.681,1839782,5351.912144
Panamá,Américas,1982,70.472,2036305,7009.601598
Panamá,Américas,1987,71.523,2253639,7034.779161
Panamá,Américas,1992,72.462,2484997,6618.74305
Panamá,Américas,1997,73.738,2734531,7113.692252
Panamá,Américas,2002,74.712,2990875,7356.031934
Panamá,Américas,2007,75.537,3242173,9809.185636
Paraguay,Américas,1952,62.649,1555876,1952.308701
Paraguay,Américas,1957,63.196,1770902,2046.154706
Paraguay,Américas,1962,64.361,2009813,2148.027146
Paraguay,Américas,1967,64.951,2287985,2299.376311
Paraguay,Américas,1972,65.815,2614104,2523.337977
Paraguay,Américas,1977,66.353,2984494,3248.373311
Paraguay,Américas,1982,66.874,3366439,4258.503604
Paraguay,Américas,1987,67.378,3886512,3998.875695
Paraguay,Américas,1992,68.225,4483945,4196.411078
Paraguay,Américas,1997,69.4,5154123,4247.400261
Paraguay,Américas,2002,70.755,5884491,3783.674243
Paraguay,Américas,2007,71.752,6667147,4172.838464
Perú,Américas,1952,43.902,8025700,3758.523437
Perú,Américas,1957,46.263,9146100,4245.256698
Perú,Américas,1962,49.096,10516500,4957.037982
Perú,Américas,1967,51.445,12132200,5788.09333
Perú,Américas,1972,55.448,13954700,5937.827283
Perú,Américas,1977,58.447,15990099,6281.290855
Perú,Américas,1982,61.406,18125129,6434.501797
Perú,Américas,1987,64.134,20195924,6360.9434440000005
Perú,Américas,1992,66.458,22430449,4446.380924
Perú,Américas,1997,68.386,24748122,5838.347657
Perú,Américas,2002,69.906,26769436,5909.020073
Perú,Américas,2007,71.421,28674757,7408.905561
Filipinas,Asia,1952,47.752,22438691,1272.880995
Filipinas,Asia,1957,51.334,26072194,1547.944844
Filipinas,Asia,1962,54.757,30325264,1649.552153
Filipinas,Asia,1967,56.393,35356600,1814.12743
Filipinas,Asia,1972,58.065,40850141,1989.37407
Filipinas,Asia,1977,60.06,46850962,2373.204287
Filipinas,Asia,1982,62.082,53456774,2603.273765
Filipinas,Asia,1987,64.151,60017788,2189.634995
Filipinas,Asia,1992,66.458,67185766,2279.324017
Filipinas,Asia,1997,68.564,75012988,2536.534925
Filipinas,Asia,2002,70.303,82995088,2650.921068
Filipinas,Asia,2007,71.688,91077287,3190.481016
Polonia,Europa,1952,61.31,25730551,4029.329699
Polonia,Europa,1957,65.77,28235346,4734.253019
Polonia,Europa,1962,67.64,30329617,5338.752143
Polonia,Europa,1967,69.61,31785378,6557.152776
Polonia,Europa,1972,70.85,33039545,8006.506993
Polonia,Europa,1977,70.67,34621254,9508.141454
Polonia,Europa,1982,71.32,36227381,8451.531004
Polonia,Europa,1987,70.98,37740710,9082.351172
Polonia,Europa,1992,70.99,38370697,7738.881247
Polonia,Europa,1997,72.75,38654957,10159.58368
Polonia,Europa,2002,74.67,38625976,12002.23908
Polonia,Europa,2007,75.563,38518241,15389.92468
Portugal,Europa,1952,59.82,8526050,3068.319867
Portugal,Europa,1957,61.51,8817650,3774.571743
Portugal,Europa,1962,64.39,9019800,4727.954889
Portugal,Europa,1967,66.6,9103000,6361.517993
Portugal,Europa,1972,69.26,8970450,9022.247417
Portugal,Europa,1977,70.41,9662600,10172.48572
Portugal,Europa,1982,72.77,9859650,11753.84291
Portugal,Europa,1987,74.06,9915289,13039.30876
Portugal,Europa,1992,74.86,9927680,16207.26663
Portugal,Europa,1997,75.97,10156415,17641.03156
Portugal,Europa,2002,77.29,10433867,19970.90787
Portugal,Europa,2007,78.098,10642836,20509.64777
Puerto Rico,Américas,1952,64.28,2227000,3081.959785
Puerto Rico,Américas,1957,68.54,2260000,3907.156189
Puerto Rico,Américas,1962,69.62,2448046,5108.34463
Puerto Rico,Américas,1967,71.1,2648961,6929.277714
Puerto Rico,Américas,1972,72.16,2847132,9123.041742
Puerto Rico,Américas,1977,73.44,3080828,9770.524921
Puerto Rico,Américas,1982,73.75,3279001,10330.98915
Puerto Rico,Américas,1987,74.63,3444468,12281.34191
Puerto Rico,Américas,1992,73.911,3585176,14641.58711
Puerto Rico,Américas,1997,74.917,3759430,16999.4333
Puerto Rico,Américas,2002,77.778,3859606,18855.60618
Puerto Rico,Américas,2007,78.746,3942491,19328.70901
Reunión,África,1952,52.724,257700,2718.885295
Reunión,África,1957,55.09,308700,2769.451844
Reunión,África,1962,57.666,358900,3173.72334
Reunión,África,1967,60.542,414024,4021.175739
Reunión,África,1972,64.274,461633,5047.658563
Reunión,África,1977,67.064,492095,4319.804067
Reunión,África,1982,69.885,517810,5267.219353
Reunión,África,1987,71.913,562035,5303.377488
Reunión,África,1992,73.615,622191,6101.255823
Reunión,África,1997,74.772,684810,6071.941411
Reunión,África,2002,75.744,743981,6316.1652
Reunión,África,2007,76.442,798094,7670.122558
Rumania,Europa,1952,61.05,16630000,3144.613186
Rumania,Europa,1957,64.1,17829327,3943.370225
Rumania,Europa,1962,66.8,18680721,4734.997586
Rumania,Europa,1967,66.8,19284814,6470.866545
Rumania,Europa,1972,69.21,20662648,8011.414402
Rumania,Europa,1977,69.46,21658597,9356.39724
Rumania,Europa,1982,69.66,22356726,9605.314053
Rumania,Europa,1987,69.53,22686371,9696.273295
Rumania,Europa,1992,69.36,22797027,6598.409903
Rumania,Europa,1997,69.72,22562458,7346.547557
Rumania,Europa,2002,71.322,22404337,7885.360081
Rumania,Europa,2007,72.476,22276056,10808.47561
Ruanda,África,1952,40,2534927,493.3238752
Ruanda,África,1957,41.5,2822082,540.2893983
Ruanda,África,1962,43,3051242,597.4730727
Ruanda,África,1967,44.1,3451079,510.9637142
Ruanda,África,1972,44.6,3992121,590.5806638
Ruanda,África,1977,45,4657072,670.0806011
Ruanda,África,1982,46.218,5507565,881.5706467
Ruanda,África,1987,44.02,6349365,847.991217
Ruanda,África,1992,23.599,7290203,737.0685949
Ruanda,África,1997,36.087,7212583,589.9445051
Ruanda,África,2002,43.413,7852401,785.6537648
Ruanda,África,2007,46.242,8860588,863.0884639
Santo Tomé y Príncipe,África,1952,46.471,60011,879.5835855
Santo Tomé y Príncipe,África,1957,48.945,61325,860.7369026
Santo Tomé y Príncipe,África,1962,51.893,65345,1071.551119
Santo Tomé y Príncipe,África,1967,54.425,70787,1384.840593
Santo Tomé y Príncipe,África,1972,56.48,76595,1532.985254
Santo Tomé y Príncipe,África,1977,58.55,86796,1737.561657
Santo Tomé y Príncipe,África,1982,60.351,98593,1890.218117
Santo Tomé y Príncipe,África,1987,61.728,110812,1516.525457
Santo Tomé y Príncipe,África,1992,62.742,125911,1428.777814
Santo Tomé y Príncipe,África,1997,63.306,145608,1339.076036
Santo Tomé y Príncipe,África,2002,64.337,170372,1353.09239
Santo Tomé y Príncipe,África,2007,65.528,199579,1598.435089
Arabia Saudita,Asia,1952,39.875,4005677,6459.554823
Arabia Saudita,Asia,1957,42.868,4419650,8157.591248
Arabia Saudita,Asia,1962,45.914,4943029,11626.41975
Arabia Saudita,Asia,1967,49.901,5618198,16903.04886
Arabia Saudita,Asia,1972,53.886,6472756,24837.42865
Arabia Saudita,Asia,1977,58.69,8128505,34167.7626
Arabia Saudita,Asia,1982,63.012,11254672,33693.17525
Arabia Saudita,Asia,1987,66.295,14619745,21198.26136
Arabia Saudita,Asia,1992,68.768,16945857,24841.61777
Arabia Saudita,Asia,1997,70.533,21229759,20586.69019
Arabia Saudita,Asia,2002,71.626,24501530,19014.54118
Arabia Saudita,Asia,2007,72.777,27601038,21654.83194
Senegal,África,1952,37.278,2755589,1450.356983
Senegal,África,1957,39.329,3054547,1567.653006
Senegal,África,1962,41.454,3430243,1654.988723
Senegal,África,1967,43.563,3965841,1612.404632
Senegal,África,1972,45.815,4588696,1597.712056
Senegal,África,1977,48.879,5260855,1561.769116
Senegal,África,1982,52.379,6147783,1518.479984
Senegal,África,1987,55.769,7171347,1441.72072
Senegal,África,1992,58.196,8307920,1367.899369
Senegal,África,1997,60.187,9535314,1392.368347
Senegal,África,2002,61.6,10870037,1519.635262
Senegal,África,2007,63.062,12267493,1712.472136
Serbia,Europa,1952,57.996,6860147,3581.459448
Serbia,Europa,1957,61.685,7271135,4981.090891
Serbia,Europa,1962,64.531,7616060,6289.629157
Serbia,Europa,1967,66.914,7971222,7991.707066
Serbia,Europa,1972,68.7,8313288,10522.06749
Serbia,Europa,1977,70.3,8686367,12980.66956
Serbia,Europa,1982,70.162,9032824,15181.0927
Serbia,Europa,1987,71.218,9230783,15870.87851
Serbia,Europa,1992,71.659,9826397,9325.068238
Serbia,Europa,1997,72.232,10336594,7914.320304
Serbia,Europa,2002,73.213,10111559,7236.075251
Serbia,Europa,2007,74.002,10150265,9786.534714
Sierra Leona,África,1952,30.331,2143249,879.7877358
Sierra Leona,África,1957,31.57,2295678,1004.484437
Sierra Leona,África,1962,32.767,2467895,1116.639877
Sierra Leona,África,1967,34.113,2662190,1206.043465
Sierra Leona,África,1972,35.4,2879013,1353.759762
Sierra Leona,África,1977,36.788,3140897,1348.285159
Sierra Leona,África,1982,38.445,3464522,1465.010784
Sierra Leona,África,1987,40.006,3868905,1294.447788
Sierra Leona,África,1992,38.333,4260884,1068.696278
Sierra Leona,África,1997,39.897,4578212,574.6481576
Sierra Leona,África,2002,41.012,5359092,699.489713
Sierra Leona,África,2007,42.568,6144562,862.5407561
Singapur,Asia,1952,60.396,1127000,2315.138227
Singapur,Asia,1957,63.179,1445929,2843.104409
Singapur,Asia,1962,65.798,1750200,3674.735572
Singapur,Asia,1967,67.946,1977600,4977.41854
Singapur,Asia,1972,69.521,2152400,8597.756202
Singapur,Asia,1977,70.795,2325300,11210.08948
Singapur,Asia,1982,71.76,2651869,15169.16112
Singapur,Asia,1987,73.56,2794552,18861.53081
Singapur,Asia,1992,75.788,3235865,24769.8912
Singapur,Asia,1997,77.158,3802309,33519.4766
Singapur,Asia,2002,78.77,4197776,36023.1054
Singapur,Asia,2007,79.972,4553009,47143.17964
Eslovaquia,Europa,1952,64.36,3558137,5074.659104
Eslovaquia,Europa,1957,67.45,3844277,6093.26298
Eslovaquia,Europa,1962,70.33,4237384,7481.107598
Eslovaquia,Europa,1967,70.98,4442238,8412.902397
Eslovaquia,Europa,1972,70.35,4593433,9674.167626
Eslovaquia,Europa,1977,70.45,4827803,10922.66404
Eslovaquia,Europa,1982,70.8,5048043,11348.54585
Eslovaquia,Europa,1987,71.08,5199318,12037.26758
Eslovaquia,Europa,1992,71.38,5302888,9498.467723
Eslovaquia,Europa,1997,72.71,5383010,12126.23065
Eslovaquia,Europa,2002,73.8,5410052,13638.77837
Eslovaquia,Europa,2007,74.663,5447502,18678.31435
Eslovenia,Europa,1952,65.57,1489518,4215.041741
Eslovenia,Europa,1957,67.85,1533070,5862.276629
Eslovenia,Europa,1962,69.15,1582962,7402.303395
Eslovenia,Europa,1967,69.18,1646912,9405.489397
Eslovenia,Europa,1972,69.82,1694510,12383.4862
Eslovenia,Europa,1977,70.97,1746919,15277.03017
Eslovenia,Europa,1982,71.063,1861252,17866.72175
Eslovenia,Europa,1987,72.25,1945870,18678.53492
Eslovenia,Europa,1992,73.64,1999210,14214.71681
Eslovenia,Europa,1997,75.13,2011612,17161.10735
Eslovenia,Europa,2002,76.66,2011497,20660.01936
Eslovenia,Europa,2007,77.926,2009245,25768.25759
Somalia,África,1952,32.978,2526994,1135.749842
Somalia,África,1957,34.977,2780415,1258.147413
Somalia,África,1962,36.981,3080153,1369.488336
Somalia,África,1967,38.977,3428839,1284.73318
Somalia,África,1972,40.973,3840161,1254.576127
Somalia,África,1977,41.974,4353666,1450.992513
Somalia,África,1982,42.955,5828892,1176.807031
Somalia,África,1987,44.501,6921858,1093.244963
Somalia,África,1992,39.658,6099799,926.9602964
Somalia,África,1997,43.795,6633514,930.5964284
Somalia,África,2002,45.936,7753310,882.0818218
Somalia,África,2007,48.159,9118773,926.1410683
Sudáfrica,África,1952,45.009,14264935,4725.295531
Sudáfrica,África,1957,47.985,16151549,5487.104219
Sudáfrica,África,1962,49.951,18356657,5768.729717
Sudáfrica,África,1967,51.927,20997321,7114.477971
Sudáfrica,África,1972,53.696,23935810,7765.962636
Sudáfrica,África,1977,55.527,27129932,8028.651439
Sudáfrica,África,1982,58.161,31140029,8568.266228
Sudáfrica,África,1987,60.834,35933379,7825.823398
Sudáfrica,África,1992,61.888,39964159,7225.069258
Sudáfrica,África,1997,60.236,42835005,7479.188244
Sudáfrica,África,2002,53.365,44433622,7710.946444
Sudáfrica,África,2007,49.339,43997828,9269.657808
España,Europa,1952,64.94,28549870,3834.034742
España,Europa,1957,66.66,29841614,4564.80241
España,Europa,1962,69.69,31158061,5693.843879
España,Europa,1967,71.44,32850275,7993.512294
España,Europa,1972,73.06,34513161,10638.75131
España,Europa,1977,74.39,36439000,13236.92117
España,Europa,1982,76.3,37983310,13926.16997
España,Europa,1987,76.9,38880702,15764.98313
España,Europa,1992,77.57,39549438,18603.06452
España,Europa,1997,78.77,39855442,20445.29896
España,Europa,2002,79.78,40152517,24835.47166
España,Europa,2007,80.941,40448191,28821.0637
Sri Lanka,Asia,1952,57.593,7982342,1083.53203
Sri Lanka,Asia,1957,61.456,9128546,1072.546602
Sri Lanka,Asia,1962,62.192,10421936,1074.47196
Sri Lanka,Asia,1967,64.266,11737396,1135.514326
Sri Lanka,Asia,1972,65.042,13016733,1213.39553
Sri Lanka,Asia,1977,65.949,14116836,1348.775651
Sri Lanka,Asia,1982,68.757,15410151,1648.079789
Sri Lanka,Asia,1987,69.011,16495304,1876.766827
Sri Lanka,Asia,1992,70.379,17587060,2153.739222
Sri Lanka,Asia,1997,70.457,18698655,2664.477257
Sri Lanka,Asia,2002,70.815,19576783,3015.378833
Sri Lanka,Asia,2007,72.396,20378239,3970.095407
Sudán,África,1952,38.635,8504667,1615.991129
Sudán,África,1957,39.624,9753392,1770.337074
Sudán,África,1962,40.87,11183227,1959.593767
Sudán,África,1967,42.858,12716129,1687.997641
Sudán,África,1972,45.083,14597019,1659.652775
Sudán,África,1977,47.8,17104986,2202.988423
Sudán,África,1982,50.338,20367053,1895.544073
Sudán,África,1987,51.744,24725960,1507.819159
Sudán,África,1992,53.556,28227588,1492.197043
Sudán,África,1997,55.373,32160729,1632.210764
Sudán,África,2002,56.369,37090298,1993.398314
Sudán,África,2007,58.556,42292929,2602.394995
Swazilandia,África,1952,41.407,290243,1148.376626
Swazilandia,África,1957,43.424,326741,1244.708364
Swazilandia,África,1962,44.992,370006,1856.182125
Swazilandia,África,1967,46.633,420690,2613.101665
Swazilandia,África,1972,49.552,480105,3364.836625
Swazilandia,África,1977,52.537,551425,3781.410618
Swazilandia,África,1982,55.561,649901,3895.384018
Swazilandia,África,1987,57.678,779348,3984.839812
Swazilandia,África,1992,58.474,962344,3553.0224
Swazilandia,África,1997,54.289,1054486,3876.76846
Swazilandia,África,2002,43.869,1130269,4128.116943
Swazilandia,África,2007,39.613,1133066,4513.480643
Suecia,Europa,1952,71.86,7124673,8527.844662
Suecia,Europa,1957,72.49,7363802,9911.878226
Suecia,Europa,1962,73.37,7561588,12329.44192
Suecia,Europa,1967,74.16,7867931,15258.29697
Suecia,Europa,1972,74.72,8122293,17832.02464
Suecia,Europa,1977,75.44,8251648,18855.72521
Suecia,Europa,1982,76.42,8325260,20667.38125
Suecia,Europa,1987,77.19,8421403,23586.92927
Suecia,Europa,1992,78.16,8718867,23880.01683
Suecia,Europa,1997,79.39,8897619,25266.59499
Suecia,Europa,2002,80.04,8954175,29341.63093
Suecia,Europa,2007,80.884,9031088,33859.74835
Suiza,Europa,1952,69.62,4815000,14734.23275
Suiza,Europa,1957,70.56,5126000,17909.48973
Suiza,Europa,1962,71.32,5666000,20431.0927
Suiza,Europa,1967,72.77,6063000,22966.14432
Suiza,Europa,1972,73.78,6401400,27195.11304
Suiza,Europa,1977,75.39,6316424,26982.29052
Suiza,Europa,1982,76.21,6468126,28397.71512
Suiza,Europa,1987,77.41,6649942,30281.70459
Suiza,Europa,1992,78.03,6995447,31871.5303
Suiza,Europa,1997,79.37,7193761,32135.32301
Suiza,Europa,2002,80.62,7361757,34480.95771
Suiza,Europa,2007,81.701,7554661,37506.41907
Siria,Asia,1952,45.883,3661549,1643.485354
Siria,Asia,1957,48.284,4149908,2117.234893
Siria,Asia,1962,50.305,4834621,2193.037133
Siria,Asia,1967,53.655,5680812,1881.923632
Siria,Asia,1972,57.296,6701172,2571.423014
Siria,Asia,1977,61.195,7932503,3195.484582
Siria,Asia,1982,64.59,9410494,3761.837715
Siria,Asia,1987,66.974,11242847,3116.774285
Siria,Asia,1992,69.249,13219062,3340.542768
Siria,Asia,1997,71.527,15081016,4014.238972
Siria,Asia,2002,73.053,17155814,4090.925331
Siria,Asia,2007,74.143,19314747,4184.548089
"Taiwán, China",Asia,1952,58.5,8550362,1206.947913
"Taiwán, China",Asia,1957,62.4,10164215,1507.86129
"Taiwán, China",Asia,1962,65.2,11918938,1822.879028
"Taiwán, China",Asia,1967,67.5,13648692,2643.858681
"Taiwán, China",Asia,1972,69.39,15226039,4062.523897
"Taiwán, China",Asia,1977,70.59,16785196,5596.519826
"Taiwán, China",Asia,1982,72.16,18501390,7426.354774
"Taiwán, China",Asia,1987,73.4,19757799,11054.56175
"Taiwán, China",Asia,1992,74.26,20686918,15215.6579
"Taiwán, China",Asia,1997,75.25,21628605,20206.82098
"Taiwán, China",Asia,2002,76.99,22454239,23235.42329
"Taiwán, China",Asia,2007,78.4,23174294,28718.27684
Tanzania,África,1952,41.215,8322925,716.6500721
Tanzania,África,1957,42.974,9452826,698.5356073
Tanzania,África,1962,44.246,10863958,722.0038073
Tanzania,África,1967,45.757,12607312,848.2186575
Tanzania,África,1972,47.62,14706593,915.9850592
Tanzania,África,1977,49.919,17129565,962.4922932
Tanzania,África,1982,50.608,19844382,874.2426069
Tanzania,África,1987,51.535,23040630,831.8220794
Tanzania,África,1992,50.44,26605473,825.682454
Tanzania,África,1997,48.466,30686889,789.1862231
Tanzania,África,2002,49.651,34593779,899.0742111
Tanzania,África,2007,52.517,38139640,1107.482182
Tailandia,Asia,1952,50.848,21289402,757.7974177
Tailandia,Asia,1957,53.63,25041917,793.5774148
Tailandia,Asia,1962,56.061,29263397,1002.199172
Tailandia,Asia,1967,58.285,34024249,1295.46066
Tailandia,Asia,1972,60.405,39276153,1524.358936
Tailandia,Asia,1977,62.494,44148285,1961.224635
Tailandia,Asia,1982,64.597,48827160,2393.219781
Tailandia,Asia,1987,66.084,52910342,2982.653773
Tailandia,Asia,1992,67.298,56667095,4616.896545
Tailandia,Asia,1997,67.521,60216677,5852.625497
Tailandia,Asia,2002,68.564,62806748,5913.187529
Tailandia,Asia,2007,70.616,65068149,7458.396327
Togo,África,1952,38.596,1219113,859.8086567
Togo,África,1957,41.208,1357445,925.9083202
Togo,África,1962,43.922,1528098,1067.53481
Togo,África,1967,46.769,1735550,1477.59676
Togo,África,1972,49.759,2056351,1649.660188
Togo,África,1977,52.887,2308582,1532.776998
Togo,África,1982,55.471,2644765,1344.577953
Togo,África,1987,56.941,3154264,1202.201361
Togo,África,1992,58.061,3747553,1034.298904
Togo,África,1997,58.39,4320890,982.2869243
Togo,África,2002,57.561,4977378,886.2205765
Togo,África,2007,58.42,5701579,882.9699438
Trinidad y Tobago,Américas,1952,59.1,662850,3023.271928
Trinidad y Tobago,Américas,1957,61.8,764900,4100.3934
Trinidad y Tobago,Américas,1962,64.9,887498,4997.523971
Trinidad y Tobago,Américas,1967,65.4,960155,5621.368472
Trinidad y Tobago,Américas,1972,65.9,975199,6619.551419
Trinidad y Tobago,Américas,1977,68.3,1039009,7899.554209
Trinidad y Tobago,Américas,1982,68.832,1116479,9119.528607
Trinidad y Tobago,Américas,1987,69.582,1191336,7388.597823
Trinidad y Tobago,Américas,1992,69.862,1183669,7370.990932
Trinidad y Tobago,Américas,1997,69.465,1138101,8792.573126
Trinidad y Tobago,Américas,2002,68.976,1101832,11460.60023
Trinidad y Tobago,Américas,2007,69.819,1056608,18008.50924
Túnez,África,1952,44.6,3647735,1468.475631
Túnez,África,1957,47.1,3950849,1395.232468
Túnez,África,1962,49.579,4286552,1660.30321
Túnez,África,1967,52.053,4786986,1932.360167
Túnez,África,1972,55.602,5303507,2753.285994
Túnez,África,1977,59.837,6005061,3120.876811
Túnez,África,1982,64.048,6734098,3560.233174
Túnez,África,1987,66.894,7724976,3810.419296
Túnez,África,1992,70.001,8523077,4332.720164
Túnez,África,1997,71.973,9231669,4876.798614
Túnez,África,2002,73.042,9770575,5722.895655
Túnez,África,2007,73.923,10276158,7092.923025
Turquía,Europa,1952,43.585,22235677,1969.10098
Turquía,Europa,1957,48.079,25670939,2218.754257
Turquía,Europa,1962,52.098,29788695,2322.869908
Turquía,Europa,1967,54.336,33411317,2826.356387
Turquía,Europa,1972,57.005,37492953,3450.69638
Turquía,Europa,1977,59.507,42404033,4269.122326
Turquía,Europa,1982,61.036,47328791,4241.356344
Turquía,Europa,1987,63.108,52881328,5089.043686
Turquía,Europa,1992,66.146,58179144,5678.348271
Turquía,Europa,1997,68.835,63047647,6601.429915
Turquía,Europa,2002,70.845,67308928,6508.085718
Turquía,Europa,2007,71.777,71158647,8458.276384
Uganda,África,1952,39.978,5824797,734.753484
Uganda,África,1957,42.571,6675501,774.3710692
Uganda,África,1962,45.344,7688797,767.2717398
Uganda,África,1967,48.051,8900294,908.9185217
Uganda,África,1972,51.016,10190285,950.735869
Uganda,África,1977,50.35,11457758,843.7331372
Uganda,África,1982,49.849,12939400,682.2662268
Uganda,África,1987,51.509,15283050,617.7244065
Uganda,África,1992,48.825,18252190,644.1707969
Uganda,África,1997,44.578,21210254,816.559081
Uganda,África,2002,47.813,24739869,927.7210018
Uganda,África,2007,51.542,29170398,1056.380121
Reino Unido,Europa,1952,69.18,50430000,9979.508487
Reino Unido,Europa,1957,70.42,51430000,11283.17795
Reino Unido,Europa,1962,70.76,53292000,12477.17707
Reino Unido,Europa,1967,71.36,54959000,14142.85089
Reino Unido,Europa,1972,72.01,56079000,15895.11641
Reino Unido,Europa,1977,72.76,56179000,17428.74846
Reino Unido,Europa,1982,74.04,56339704,18232.42452
Reino Unido,Europa,1987,75.007,56981620,21664.78767
Reino Unido,Europa,1992,76.42,57866349,22705.09254
Reino Unido,Europa,1997,77.218,58808266,26074.53136
Reino Unido,Europa,2002,78.471,59912431,29478.99919
Reino Unido,Europa,2007,79.425,60776238,33203.26128
Estados Unidos,Américas,1952,68.44,157553000,13990.48208
Estados Unidos,Américas,1957,69.49,171984000,14847.12712
Estados Unidos,Américas,1962,70.21,186538000,16173.14586
Estados Unidos,Américas,1967,70.76,198712000,19530.36557
